Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,JUL,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,JUL,2023-24,New Jersey,1e-4,1e-4,0,817,487,8832618,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,New Mexico,1e-4,0,0,108,59,2095031,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Nevada,2e-4,1e-4,1e-4,648,180,3120407,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,New York,0,0,0,417,180,11026194,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Ohio,0,0,-4.04e-6,339,386,11627059,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Oklahoma,0,1e-4,0,153,291,3956445.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Oregon,4.7388e-6,5.2127e-6,-4.74e-7,20,22,4220498,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Pennsylvania,0,0,-3.5e-6,409,448,11148453,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Philadelphia,0,1e-4,0,78,124,1568273.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Puerto Rico,1e-4,0,1e-4,340,136,3177862.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,1,21412.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,JUL,2023-24,South Dakota,0,0,0,24,43,886812,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Houston,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,JUL,2023-24,Tennessee,2e-4,1e-4,1e-4,1305,491,6846888.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Texas,1e-4,0,0,2749,1407,29172250,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Utah,0,5.2694e-6,0,86,17,3226163.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Virginia,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,JUL,2023-24,U.S. Virgin Islands,9.4654e-6,0,9.4654e-6,1,0,105648,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Vermont,0,0,0,7,7,620682,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Washington,0,8.3656e-6,0,159,64,7650371.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Wisconsin,0,7.9293e-6,4.6541e-6,73,46,5801275.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,West Virginia,1e-4,1e-4,0,137,106,1776063.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Wyoming,0,0,0,24,6,579166.5,Overall,Within 5 percentage points,All
2024-25,NOV,2023-24,Alaska,0.3853,0.3995,-0.0142,36942,38307,95876,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Alabama,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Arkansas,0.4119,0.4445,-0.0326,220895,238371,536306,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,American Samoa,0.011,0,0.011,36,0,3278,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Arizona,0.3371,0.3397,-0.0026,463155,466740,1373975,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York City,0.28,0.268,0.0121,366497,350703,1308751,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,California,0.5105,0.5063,0.0042,3051073,3025967,5976166,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Chicago,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Colorado,0.5727,0.5797,-0.007,501886,508027,876387,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Connecticut,0.5619,0.6016,-0.0397,362975,388618,645996,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,District of Columbia,0.3217,0.3264,-0.0047,28898,29324,89833,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Delaware,0.5789,0.6296,-0.0507,114391,124413,197594,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Florida,0.3594,0.3811,-0.0217,1667116,1767807,4638094,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Federated States of Micronesia,0.0576,0.0727,-0.0152,277,350,4812,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Georgia,0.4196,0,0.4196,660773,0,1574667,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Guam,0.1789,0.16,0.019,2874,2569,16061,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Iowa,0.5968,0.3006,0.2962,337857,170191,566136,65+ years,Higher by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Idaho,0.4458,0.4687,-0.0229,136418,143425,305994,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Illinois,0.501,0.5163,-0.0154,1046615,1078715,2089234,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Indiana,0.4844,0.4988,-0.0144,540254,556259,1115285,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Kansas,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Kentucky,0.4481,0.4835,-0.0354,345439,372735,770835,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Louisiana,0.3517,0.3511,6e-4,268627,268159,763750,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Maryland,0.5366,0.5304,0.0062,529829,523684,987352,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Maine,0.6372,0.6144,0.0228,187208,180496,293776,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Marshall Islands,0.0287,0.0155,0.0131,107,58,3732,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Michigan,0.5125,0.5105,0.0021,928938,925203,1812441,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Minnesota,0.6106,0.6157,-0.0051,579328,584162,948841,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Missouri,0.4742,0.5126,-0.0385,516723,558634,1089714,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,N. Mariana Islands,0.2429,0.228,0.0149,912,856,3754,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Mississippi,0.3005,0.2918,0.0087,150248,145887,499955,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Montana,0.4153,0.4344,-0.0191,88623,92690,213392,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Carolina,0.4145,0.3717,0.0428,752069,674483,1814542,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,North Dakota,0.5513,0.5738,-0.0225,67889,70657,123141,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,New Jersey,0.3523,0.3517,6e-4,531991,531095,1510028,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New Mexico,0.4685,0.4899,-0.0214,182673,191023,389911,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Nevada,0.4199,0.459,-0.0391,218059,238356,519316,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,New York,0.4467,0.4587,-0.012,920561,945340,2060818,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Ohio,0.4899,0.491,-0.0011,1027557,1029945,2097638,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oklahoma,0.3564,0.381,-0.0246,232781,248842,653159,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Oregon,0.5273,0.5293,-0.0021,416298,417920,789527,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Pennsylvania,0.4985,0.5018,-0.0033,1106981,1114345,2220720,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Philadelphia,0.3426,0.5332,-0.1906,77748,121010,226967,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Puerto Rico,0.1647,0.2479,-0.0831,114893,172870,697429,65+ years,Lower by 5 percentage points or greater,Adult
2024-25,NOV,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Republic of Palau,0.0286,0,0.0286,57,0,1992,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,South Dakota,0.4995,0.5085,-0.009,78517,79926,157177,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Houston,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,Tennessee,0.4484,0.4571,-0.0087,529412,539685,1180543,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Texas,0.2197,0.2238,-0.0041,851011,866868,3873683,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Utah,0.5293,0.5329,-0.0035,201985,203338,381593,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Virginia,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,NOV,2023-24,U.S. Virgin Islands,0.0435,0.0365,0.007,890,747,20478,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Vermont,0.5719,0.5716,3e-4,73543,73507,128594,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Washington,0.5505,0.5522,-0.0017,686957,689048,1247874,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wisconsin,0.6135,0.6111,0.0024,642899,640345,1047935,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,West Virginia,0.3832,0.3925,-0.0093,143162,146623,373569,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Wyoming,0.3764,0.3889,-0.0126,39058,40362,103776,65+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alaska,0.1933,0.2148,-0.0214,106805,118649,552427,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alabama,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Arkansas,0.2147,0.2622,-0.0475,500476,611199,2330808,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,American Samoa,0.0174,0.0254,-0.008,545,795,31335,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Arizona,0.1734,0.2082,-0.0348,1001567,1202604,5774978,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York City,0.1773,0.2192,-0.0419,1162728,1437514,6559310,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,California,0.2676,0.2971,-0.0296,8182158,9085886,30576844,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Chicago,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Colorado,0.2942,0.3277,-0.0335,1340778,1493613,4557684,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Connecticut,0.3186,0.3514,-0.0328,904182,997164,2838054,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,District of Columbia,0.1817,0.2051,-0.0234,105957,119599,583228,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Delaware,0.3026,0.3759,-0.0734,236641,294031,782153,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Florida,0.1861,0.2155,-0.0294,3252793,3767045,17482580,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Federated States of Micronesia,0.0432,0.0953,-0.0521,2885,6359,66724,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Georgia,0.2004,0,0.2004,1645476,0,8210067,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Guam,0.0788,0.0463,0.0325,9022,5300,114544,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Iowa,0.3146,0.294,0.0206,766960,716851,2438002,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Idaho,0.2161,0.2458,-0.0296,297351,338133,1375870,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Illinois,0.2673,0.31,-0.0427,2621936,3041188,9809562,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Indiana,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Kansas,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Kentucky,0.2306,0.2742,-0.0436,801353,952844,3475334,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Louisiana,0.1737,0.199,-0.0253,619150,709413,3564038,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Maryland,0.2967,0.333,-0.0363,1400988,1572600,4721883,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Maine,0.3703,0.4433,-0.0731,408027,488546,1101973,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Marshall Islands,0.0317,0.0695,-0.0377,1509,3303,47529,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Michigan,0.2684,0.3092,-0.0408,2104207,2424129,7839742,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Minnesota,0.3291,0.382,-0.0529,1433769,1664157,4356123,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Missouri,0.2393,0.2849,-0.0456,1143780,1361908,4780119,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,N. Mariana Islands,0.1392,0.1671,-0.028,5020,6029,36075,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Mississippi,0.1356,0.1412,-0.0056,308262,321038,2273653,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Montana,0.213,0.2496,-0.0366,181228,212343,850894,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,North Carolina,0.2042,0.1061,0.098,1693367,880184,8294423,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,North Dakota,0.2725,0.3125,-0.04,159069,182415,583680,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,New Jersey,0.184,0.2061,-0.022,1278690,1431879,6947836,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New Mexico,0.2537,0.3164,-0.0627,414540,516933,1633828,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Nevada,0.1944,0.2393,-0.0449,474457,584003,2440679,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York,0.2241,0.2917,-0.0676,1969648,2563611,8789112,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Ohio,0.2538,0.2848,-0.031,2316138,2598869,9124576,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oklahoma,0.1723,0.1903,-0.0179,521605,575943,3027263,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Oregon,0.2903,0.3187,-0.0284,981364,1077487,3380729,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Pennsylvania,0.2558,0.3143,-0.0585,2282521,2804252,8922762,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Philadelphia,0.1923,0.3577,-0.1654,238411,443429,1239735,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Puerto Rico,0.0978,0.128,-0.0302,256682,336010,2624172,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Republic of Palau,0.0113,0.029,-0.0177,188,481,16583,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,South Dakota,0.2961,0.3128,-0.0167,199626,210914,674238,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Houston,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,Tennessee,0.2159,0.2495,-0.0336,1159968,1340433,5373433,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Texas,0.0941,0.0937,4e-4,2063684,2054248,21925627,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Utah,0.2628,0.3048,-0.042,609796,707276,2320603,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Virginia,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,DEC,2022-23,U.S. Virgin Islands,0.025,1e-4,0.0249,2039,8,81507,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Vermont,0.3311,0.4092,-0.0781,168906,208758,510181,18+ years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Washington,0.2856,0.32,-0.0344,1721298,1928788,6027818,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wisconsin,0.3356,0.3814,-0.0458,1535064,1744598,4574131,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,West Virginia,0.2231,0.2419,-0.0188,318732,345567,1428520,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Wyoming,0.1834,0.2066,-0.0232,82388,92819,449237,18+ years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alaska,0.1258,0.1413,-0.0155,40606,45611,322724,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Alabama,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Arkansas,0.1169,0.1461,-0.0292,143753,179689,1229950,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,American Samoa,0.0185,0.0258,-0.0073,377,526,20418,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Arizona,0.0892,0.1138,-0.0245,274798,350337,3079500,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,New York City,0.1312,0.1671,-0.0359,492296,627005,3752487,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,California,0.1655,0.1912,-0.0257,2876719,3323347,17380305,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Chicago,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Colorado,0.1909,0.2211,-0.0303,501562,581073,2627928,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Connecticut,0.1941,0.2315,-0.0374,278262,331945,1433821,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,District of Columbia,0.1348,0.1562,-0.0213,52319,60586,387986,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Delaware,0.1524,0.2091,-0.0568,58396,80156,383258,18-49 years,Lower by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Florida,0.086,0.0998,-0.0137,733959,851276,8532850,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Federated States of Micronesia,0.0367,0.0855,-0.0488,1824,4247,49666,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Georgia,0.1119,0,0.1119,516858,0,4619939,18-49 years,Higher by 5 percentage points or greater,Adult
2024-25,DEC,2022-23,Guam,0.0443,0.0244,0.0198,3131,1727,70741,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Iowa,0.1821,0.2186,-0.0365,232758,279483,1278429,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Idaho,0.1147,0.1327,-0.018,85775,99231,747775,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Illinois,0.1545,0.194,-0.0395,818007,1026970,5293195,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Indiana,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Kansas,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Kentucky,0.1266,0.1537,-0.0271,231569,281083,1829101,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Louisiana,0.0924,0.1106,-0.0182,178012,213020,1926749,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,DEC,2022-23,Maryland,0.1943,0.2201,-0.0258,488029,552829,2512075,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Maine,0.2235,0.2715,-0.048,113472,137817,507668,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Marshall Islands,0.0299,0.0636,-0.0337,1078,2294,36097,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Michigan,0.155,0.1772,-0.0222,620894,709866,4006528,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Minnesota,0.21,0.2581,-0.0482,486133,597655,2315421,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Missouri,0.1311,0.1622,-0.0311,327786,405508,2499695,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,N. Mariana Islands,0.1171,0.1456,-0.0285,2378,2956,20301,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Mississippi,0.0582,0.0667,-0.0085,70572,80855,1212056,18-49 years,Within 5 percentage points,Adult
2024-25,DEC,2022-23,Montana,0.1085,0.1285,-0.02,46685,55287,430356,18-49 years,Within 5 percentage points,Adult
